Name,Contract__r.Name,Contract__r.Account__r.Account_Code__c,Contract__r.Account__r.Nhom_Khu_vuc_KH__c,Contract__r.Account__r.BillingAddress,Product__r.STONE_Color_Type__c,Product__r.StockKeepingUnit,Product__r.Family,Product__r.Product_description_in_Vietnamese__c,Segment__c,Created_Date__c,Delivery_Date__c,Product_Discription__c,Length__c,Width__c,Height__c,Quantity__c,Crates__c,m2__c,m3__c,ml__c,Tons__c,Sales_Price__c,Charge_Unit__c,Total_Price_USD__c
Absolute Basalt Tiles 60603 (34),14/A-X399/20,X39,Nhóm đầu 3,"{""city"":""WOUSTVILLER"",""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""57915"",""state"":null,""street"":""44, rue de Nancy""}",ABSOLUTE BASALT,BD7.1DOX1-0600600030,Interior_Tiles,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",Premium,2024-09-05,2020-11-16,"Absolute Basalt Tiles Top flamed and water jet finished, other sides sawn, beveled 3mm",60,60,3,442,13,159.12,4.77,265.2,14.08,30.5,USD/M2,4853.16
Dark Grey Granite Palisade 100258 (20),13/A-X399/20,X39,Nhóm đầu 3,"{""city"":""WOUSTVILLER"",""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""57915"",""state"":null,""street"":""44, rue de Nancy""}",GREY GRANITE,GX3.1DOX0-1000250080,PALISADE,"GRANITE XÁM, Đá cây-6 mặt đốt chải, vạt mép 4mm",Common,2024-09-05,2020-11-07,Dark Grey Granite Palisade G654  6 sides flamed with all edge beveled 5/5mm,100,25,8,120,6,30,2.4,120,6.96,14,USD/PC,1680
Dark Grey Granite Palisade 75258 (28),13/A-X399/20,X39,Nhóm đầu 3,"{""city"":""WOUSTVILLER"",""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""57915"",""state"":null,""street"":""44, rue de Nancy""}",GREY GRANITE,GX3.1DOX0-0750250080,PALISADE,"GRANITE XÁM, Đá cây-6 mặt đốt chải, vạt mép tất cả các cạnh 5mm",Common,2024-09-05,2020-11-07,Dark Grey Granite Palisade G654  6 sides flamed with all edge beveled 5/5mm.,75,25,8,168,6,31.5,2.52,126,7.31,10.2,USD/PC,1713.6
Dark Grey Granite Palisade 50258 (48),13/A-X399/20,X39,Nhóm đầu 3,"{""city"":""WOUSTVILLER"",""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""57915"",""state"":null,""street"":""44, rue de Nancy""}",GREY GRANITE,GX3.1DOX0-0500250080,PALISADE,"GRANITE XÁM, Đá cây-6 mặt đốt chải, vạt mép tất cả các cạnh 4mm.",Common,2024-09-05,2020-11-07,Dark Grey Granite Palisade G654  6 sides flamed with all edge beveled 5/5mm.,50,25,8,192,4,24,1.92,96,5.57,6.6,USD/PC,1267.2
Dark Grey Granite Border 60206 (48),13/A-X399/20,X39,Nhóm đầu 3,"{""city"":""WOUSTVILLER"",""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""57915"",""state"":null,""street"":""44, rue de Nancy""}",GREY GRANITE,GX3.2DOX1-0600200060,PALISADE,"GRANITE XÁM G654, Đá dựng tường rào-Mặt và 1 cạnh dài đốt chải, vạt mép 5mm",Premium,2024-09-05,2020-11-07,Dark grey Granite Border G654 Top and 1 long side flamed and edge beveled 3/3mm.,60,20,6,240,5,28.8,1.73,144,5.01,5.76,USD/PC,1382.4
Dark Grey Granite Copings 100354 (25),13/A-X399/20,X39,Nhóm đầu 3,"{""city"":""WOUSTVILLER"",""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""57915"",""state"":null,""street"":""44, rue de Nancy""}",GREY GRANITE,GX2.2DOX4-1000350040,"Pool surrounding,Window sill, covering","GRANITE XÁM, Nắp tường rào-Mặt đốt chải, 2 cạnh dài honed, 2 rãnh thoát nước dọc 2 cạnh dài, 4 cạnh vạt mép 3mm.",Premium,2024-09-05,2020-11-07,"Dark Grey Granite Copings G654  Top flamed, 2 long sides honed with drain drop and 4 edge bevelved 3/3mm.",100,35,4,150,6,52.5,2.1,150,6.09,15.75,USD/PC,2362.5
Dark Granite Copings 60353 (34),13/A-X399/20,X39,Nhóm đầu 3,"{""city"":""WOUSTVILLER"",""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""57915"",""state"":null,""street"":""44, rue de Nancy""}",GREY GRANITE,GX2.2DOX4-0600350030,"Pool surrounding,Window sill, covering","GRANITE XÁM, Nắp tường rào-Mặt đốt chải, 2 cạnh dài honed, 2 rãnh thoát nước dọc 2 cạnh dài, 4 cạnh vạt mép 3mm/45o.",Premium,2024-09-05,2020-11-07,"Dark Grey Granite Covering G654  Top flamed, 2 long sides honed with drain drop and 4 edge beveled 3/3mm.",60,35,3,204,6,42.84,1.29,122.4,3.73,8.61,USD/PC,1756.44
Dark Grey Granite Copings 60303 (34),13/A-X399/20,X39,Nhóm đầu 3,"{""city"":""WOUSTVILLER"",""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""57915"",""state"":null,""street"":""44, rue de Nancy""}",GREY GRANITE,GX2.2DOX4-0600300030,"Pool surrounding,Window sill, covering","GRANITE XÁM, Nắp tường rào-Mặt đốt chải, 2 cạnh dài honed, 2 rãnh thoát nước dọc 2 cạnh dài, 4 cạnh vạt mép 3mm.",Premium,2024-09-05,2020-11-07,"Dark Grey Granite Covering G654 Top flamed, 2 long sides honed with drain drop and 4 edge beveled 3/3mm.",60,30,3,170,5,30.6,0.92,102,2.66,7.38,USD/PC,1254.6
Dark Granite Copings 100254 (25),13/A-X399/20,X39,Nhóm đầu 3,"{""city"":""WOUSTVILLER"",""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""57915"",""state"":null,""street"":""44, rue de Nancy""}",GREY GRANITE,GX2.2DOX4-1000250040,"Pool surrounding,Window sill, covering","GRANITE XÁM, Nắp tường rào-Mặt đốt chải, 2 cạnh dài honed, 2 rãnh thoát nước dọc 2 cạnh dài, 4 cạnh vạt mép 3mm/45o.",Premium,2024-09-05,2020-11-07,"Dark Grey Granite Covering G654  Top flamed, 2 long sides honed with drain drop and 4 edge beveled 3/3mm.",100,25,4,150,6,37.5,1.5,150,4.35,11.25,USD/PC,1687.5
Dark Grey Granite Riser 12014.52 (50),13/A-X399/20,X39,Nhóm đầu 3,"{""city"":""WOUSTVILLER"",""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""57915"",""state"":null,""street"":""44, rue de Nancy""}",GREY GRANITE,GX4.2HON0-1200145020,STAIR,"GRANITE XÁM, Ốp bậc thang-Mặt và 1 cạnh dài honed.",Super premium,2024-09-05,2020-11-07,Dark Grey Granite Riser G654  Top honed.,120,14.5,2,100,2,17.4,0.35,120,1.01,6.26,USD/PC,626
Dark Grey Granite Risers 120353 (25),13/A-X399/20,X39,Nhóm đầu 3,"{""city"":""WOUSTVILLER"",""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""57915"",""state"":null,""street"":""44, rue de Nancy""}",GREY GRANITE,GX4.2DOX4-1200350030,STAIR,"GRANITE XÁM, Ốp bậc thang-Mặt trên đốt chải và 1 cạnh dài honed, mép vạt 3mm.",Super premium,2024-09-05,2020-11-07,Dark Grey Granite Risers G654 Top flamed with one long side honed and edge beveled 3/3mm.,120,35,3,100,4,42,1.26,120,3.65,20.16,USD/PC,2016
Dark Grey Granite Tiles 60402 (50),13/A-X399/20,X39,Nhóm đầu 3,"{""city"":""WOUSTVILLER"",""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""57915"",""state"":null,""street"":""44, rue de Nancy""}",GREY GRANITE,GX7.1DOX1-0600400020,Interior_Tiles,"GRANITE XÁM, Đá lát-Mặt đốt chải, các cạnh còn lại cưa, vạt mép 3mm",Premium,2024-09-05,2020-11-07,"Dark Grey Granite Tiles G654 Top flamed, other sides sawn",60,40,2,550,11,132,2.64,330,7.66,22.5,USD/M2,2970
Absolute Basalt Cubic 22126,12/A-X399/20,X39,Nhóm đầu 3,"{""city"":""WOUSTVILLER"",""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""57915"",""state"":null,""street"":""44, rue de Nancy""}",ABSOLUTE BASALT,BD1.1DOX1-0220120060,Exterior_Tiles,"BAZAN ĐEN, Cubic-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm/45o",Common,2024-09-05,2020-11-06,"Absolute Black Basalt Cubic Surface flamed and water jet, sawn edges & chamfered",22,12,6,2368,,62.52,3.75,520.96,11.07,40,USD/M2,2500.61
Absolute Basalt Cubic 18126,12/A-X399/20,X39,Nhóm đầu 3,"{""city"":""WOUSTVILLER"",""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""57915"",""state"":null,""street"":""44, rue de Nancy""}",ABSOLUTE BASALT,BD1.1DOX1-0180120060,Exterior_Tiles,"BAZAN ĐEN, Cubic-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm/45o",Common,2024-09-05,2020-11-06,"Absolute Black Basalt Cubic Surface flamed and water jet, sawn edges & chamfered",18,12,6,2368,,51.15,3.07,426.24,9.05,40,USD/M2,2045.95
Absolute Basalt Cubic 14126,12/A-X399/20,X39,Nhóm đầu 3,"{""city"":""WOUSTVILLER"",""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""57915"",""state"":null,""street"":""44, rue de Nancy""}",ABSOLUTE BASALT,BD1.1DOX1-0140120060,Exterior_Tiles,"BAZAN ĐEN, Cubic-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm/45o",Common,2024-09-05,2020-11-06,"Absolute Black Basalt Cubic Surface flamed and water jet, sawn edges & chamfered",14,12,6,2368,,39.78,2.39,331.52,7.04,40,USD/M2,1591.3
Absolute Basalt Poolcovers 100306 (20),11/A-X399/20,X39,Nhóm đầu 3,"{""city"":""WOUSTVILLER"",""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""57915"",""state"":null,""street"":""44, rue de Nancy""}",ABSOLUTE BASALT,BD6.1DOX5-1000300060,"Pool surrounding,Window sill, covering","BAZAN ĐEN, Đá bo hồ bơi-Mặt đốt, xịt nước, 2 cạnh dài trên hone, bo tròn 0.5 cm, hai cạnh dài dưới vạt mép 3/3mm",Premium,2024-09-05,2020-10-20,"Extreme Basalt Poolcover Top flamed+ WJ. 2 long side honed, the 2 long edge with a radius 0.5cm and the 2 long edge from bottom beveled 3/3mm",100,30,6,60,3,18,1.08,60,3.19,21.6,USD/PC,1296
Absolute Basalt Cubic 18126,10/A-X399/20,X39,Nhóm đầu 3,"{""city"":""WOUSTVILLER"",""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""57915"",""state"":null,""street"":""44, rue de Nancy""}",ABSOLUTE BASALT,BD1.1DOX1-0180120060,Exterior_Tiles,"BAZAN ĐEN, Cubic-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm/45o",Common,2024-09-05,2020-10-13,"Absolute Black Basalt Cubic Surface flamed and water jet, sawn edges & chamfered",18,12,6,2496,13,53.91,3.23,449.28,9.54,40,USD/M2,2156.54
Absolute Basalt Border 60206 (48),10/A-X399/20,X39,Nhóm đầu 3,"{""city"":""WOUSTVILLER"",""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""57915"",""state"":null,""street"":""44, rue de Nancy""}",ABSOLUTE BASALT,BD3.2DOX0-0600200060,PALISADE,"BAZAN ĐEN, Đá cây-Tất cả các mặt đốt xịt nước, vạt mép 3mm/45o.",Premium,2024-09-05,2020-10-13,"Extreme Basalt Border  All sides flamed + water jet, all edges beveled 3/3mm",60,20,6,432,9,51.84,3.11,259.2,9.18,6.48,USD/PC,2799.36
Absolute Basalt Tiles 60403 (34),10/A-X399/20,X39,Nhóm đầu 3,"{""city"":""WOUSTVILLER"",""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""57915"",""state"":null,""street"":""44, rue de Nancy""}",ABSOLUTE BASALT,BD7.1DOX1-0600400030,Interior_Tiles,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm/45o",Premium,2024-09-05,2020-10-13,Absolute Basalt Tiles  Surface flamed - waterjet finished and top edges chamfered,60,40,3,374,11,89.76,2.69,224.4,7.94,24,USD/M2,2154.24
Black Basalt Cubic 555 (4000),09/A-X399/20,X39,Nhóm đầu 3,"{""city"":""WOUSTVILLER"",""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""57915"",""state"":null,""street"":""44, rue de Nancy""}",BLACK BASALT,BX1.1CTA0-0050050050,Exterior_Tiles,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",Economy,2024-09-05,2020-08-20,Basalt Cubes  All side cleft (natural split),5,5,5,32000,8,80,4,1600,10.6,15,USD/M2,1200
Black Basalt Cubic 10108 (700) M2,09/A-X399/20,X39,Nhóm đầu 3,"{""city"":""WOUSTVILLER"",""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""57915"",""state"":null,""street"":""44, rue de Nancy""}",BLACK BASALT,BX1.1CTA0-0100100080,Exterior_Tiles,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",Economy,2024-09-05,2020-08-20,Black Basalt Cubes   All side handmade,10,10,8,2800,4,28,2.24,280,5.34,19.2,USD/M2,537.6
Black Basalt Palisade 100258 (28),09/A-X399/20,X39,Nhóm đầu 3,"{""city"":""WOUSTVILLER"",""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""57915"",""state"":null,""street"":""44, rue de Nancy""}",BLACK BASALT,BX3.1CTA0-1000250080,PALISADE,"BAZAN XÁM, Đá cây-Chẻ tay tự nhiên",Common,2024-09-05,2020-08-20,Black Basalt Palisades Hand made,100,25,8,140,5,35,2.8,140,7.56,8.8,USD/PC,1232
Black Basalt Palisade 1201212 (28),09/A-X399/20,X39,Nhóm đầu 3,"{""city"":""WOUSTVILLER"",""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""57915"",""state"":null,""street"":""44, rue de Nancy""}",BLACK BASALT,BX3.1CTA0-1200120120,PALISADE,"BAZAN XÁM, Đá cây-Chẻ tay tự nhiên",Common,2024-09-05,2020-08-20,Black Basalt Palisades Hand made,120,12,12,56,2,8.06,0.97,67.2,2.56,7.78,USD/PC,435.68
Black Basalt Palisade 601212 (56),09/A-X399/20,X39,Nhóm đầu 3,"{""city"":""WOUSTVILLER"",""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""57915"",""state"":null,""street"":""44, rue de Nancy""}",BLACK BASALT,BX3.1CTA0-0600120120,PALISADE,"BAZAN XÁM, Đá cây-Cưa lột",Common,2024-09-05,2020-08-20,,60,12,12,112,2,8.06,0.97,67.2,2.61,3.5,USD/PC,392
Absolute Basalt Copings 100254 (25),08/A-X399/20,X39,Nhóm đầu 3,"{""city"":""WOUSTVILLER"",""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""57915"",""state"":null,""street"":""44, rue de Nancy""}",ABSOLUTE BASALT,BD2.2DOX4-1000250040,"Pool surrounding,Window sill, covering","BAZAN ĐEN, Nắp tường rào-Mặt đốt xịt nước, hai cạnh dài hon, 2 rãnh thoát nước dọc 2 cạnh dài, rãnh kích thước 0.5 x 0.5cm, cách mép 1.5cm, rãnh cắt hết, vạt mép cạnh dài 3mm/45o",Premium,2024-09-05,2020-08-24,"Extreme Basalt Covering Top flamed + water jet, 2 Long sides honed with 2 drain drop, 4 long edges beveled 3/3mm.",100,25,4,100,4,25,1,100,2.95,12.57,USD/PC,1257
Absolute Basalt Copings 100353 (30),08/A-X399/20,X39,Nhóm đầu 3,"{""city"":""WOUSTVILLER"",""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""57915"",""state"":null,""street"":""44, rue de Nancy""}",ABSOLUTE BASALT,BD2.2DOX4-1000350030,"Pool surrounding,Window sill, covering","BAZAN ĐEN, Nắp tường rào-Mặt đốt xịt nước, hai cạnh dài hon, 2 rãnh thoát nước dọc 2 cạnh dài 0.5x0.5cm cách mép 1.5cm, rãnh cắt hết, vạt mép cạnh dài 3mm/45o",Super premium,2024-09-05,2020-08-24,"Extreme Basalt Copings  Top flamed + water jet finished, 2 long sides honed with 2 drain drop, 4 long edges beveled 3/3mm",100,35,3,120,4,42,1.26,120,3.72,16.8,USD/PC,2016
Absolute Basalt Copings 100303 (35),08/A-X399/20,X39,Nhóm đầu 3,"{""city"":""WOUSTVILLER"",""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""57915"",""state"":null,""street"":""44, rue de Nancy""}",ABSOLUTE BASALT,BD2.2DOX4-1000300030,"Pool surrounding,Window sill, covering","BAZAN ĐEN, Nắp tường rào-Mặt đốt xịt nước, 2 cạnh dài hon, 2 rãnh thoát nước dọc 2 cạnh dài 0.5x0.5cm cách mép 1.5cm, rãnh cắt hết, vạt mép cạnh dài 3mm.",Super premium,2024-09-05,2020-08-24,"Extreme Basalt Copings Top flamed + water jet finished, 2 long sides honed with 2 drain drop, 4 long edges beveled 3/3mm",100,30,3,105,3,31.5,0.95,105,2.79,14.4,USD/PC,1512
Absolute Basalt Risers 120353 (25),08/A-X399/20,X39,Nhóm đầu 3,"{""city"":""WOUSTVILLER"",""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""57915"",""state"":null,""street"":""44, rue de Nancy""}",ABSOLUTE BASALT,BD4.1DOX4-1200350030,STAIR,"BAZAN ĐEN, Ốp bậc thang-Mặt đốt xịt nước, 1 cạnh dài hon, mép trên và dưới của cạnh hon vạt 3mm/45o",Premium,2024-09-05,2020-08-24,"Extreme Basalt Risers Top flamed, water jet finished, 1 long side honed with 2 edges beveled 3/3mm",120,35,3,175,7,73.5,2.21,210,6.5,17.6,USD/PC,3080
Absolute Basalt Border 60206 (48),07/A-X399/20,X39,Nhóm đầu 3,"{""city"":""WOUSTVILLER"",""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""57915"",""state"":null,""street"":""44, rue de Nancy""}",ABSOLUTE BASALT,BD3.2DOX0-0600200060,PALISADE,"BAZAN ĐEN, Đá cây-Tất cả các mặt đốt xịt nước, vạt mép 3mm/45o.",Premium,2024-09-05,2020-07-26,"Extreme Basalt Border  All sides flamed + water jet, all edges beveled 3/3mm",60,20,6,144,3,17.28,1.04,86.4,3.06,6.48,USD/PC,933.12
